number,count,count2,count3
7210,405,613,546
7211,1070,569,235
7212,684,729,1118
7213,1736,440,1064
7214,794,370,337
7215,863,210,1043
7216,1460,173,192
7217,1551,196,1097
7218,422,563,269
7219,1502,39,205
7220,1275,493,860
7221,861,125,623
7222,303,137,987
7223,75,10,333
7224,913,132,587
7225,278,594,943
7226,933,49,315
7227,1681,223,596
7228,1070,157,286
7229,310,377,986
7230,44,296,1040
7231,1168,766,258
7232,1613,522,499
7233,407,51,1155
7234,908,423,1303
7235,1034,232,1451
7236,1435,41,278
7237,1533,402,693
7238,478,59,581
7239,1940,343,1081
7240,1832,788,498
7241,1499,577,1146
7242,1922,110,1166
7243,218,77,1468
7244,1026,330,728
7245,1717,211,1385
7246,214,261,237
7247,552,171,12
7248,1263,323,32
7249,1187,257,685
7250,1143,551,1223
7251,813,525,801
7252,1783,527,646
7253,708,725,1386
7254,1261,782,227
7255,1017,61,17
7256,1232,472,1443
7257,312,274,23
7258,37,351,1241
7259,228,332,1178
7260,1861,343,50
7261,811,261,759
7262,764,231,417
7263,128,51,820
7264,322,147,41
7265,1328,561,1424
7266,1961,464,1009
7267,1780,687,418
7268,907,205,1196
7269,600,29,997
7270,1796,683,121
7271,1309,394,824
7272,1961,632,102
7273,1070,461,109
7274,1927,481,762
7275,1644,85,362
7276,1981,189,177
7277,1081,439,1042
7278,869,767,458
7279,603,46,373
7280,61,782,548
7281,292,206,222
7282,1967,191,1176
7283,1965,162,312
7284,585,182,214
7285,771,715,527
7286,1411,440,1395
7287,168,677,108
7288,1137,605,1054
7289,765,278,972
7290,1928,346,1375
7291,950,775,310
7292,988,296,341
7293,73,426,303
7294,132,140,1415
7295,658,48,585
7296,792,620,701
7297,159,507,719
7298,236,432,1260
7299,105,546,1130
7300,544,146,235
7301,1403,695,259
7302,61,168,1431
7303,589,14,445
7304,24,662,830
7305,242,46,467
7306,1646,380,1163
7307,1648,597,1177
7308,997,345,1169
7309,911,73,518
7310,1424,191,865
7311,490,533,98
7312,1486,74,1290
7313,654,154,859
7314,564,6,9
7315,375,264,1225
7316,330,339,1071
7317,1053,300,1389
7318,1227,468,920
7319,503,248,379
7320,962,489,704
7321,502,396,1110
7322,1854,491,110
7323,1421,312,1399
7324,617,423,1456
7325,1293,574,760
7326,1818,289,492
7327,322,665,802
7328,1580,375,200
7329,1496,298,1323
7330,1121,724,1488
7331,1370,361,515
7332,1497,266,925
7333,387,720,692
7334,1962,375,876
7335,665,512,418
7336,1215,310,635
7337,846,170,1329
7338,879,737,67
7339,1461,261,1076
7340,1187,352,1483
7341,1302,278,865
7342,1850,140,1068
7343,1205,734,1168
7344,1537,422,1136
7345,691,59,985
7346,1336,523,891
7347,388,216,1471
7348,1129,316,196
7349,169,298,950
7350,314,321,370
7351,44,273,269
7352,1914,193,942
7353,373,770,1131
7354,1571,171,1005
7355,792,117,1426
7356,1973,140,1070
7357,108,489,1055
7358,536,478,1016
7359,599,115,297
7360,1498,395,700
7361,1971,259,313
7362,467,631,1093
7363,121,46,1156
7364,802,207,138
7365,1806,400,1336
7366,1355,365,1006
7367,681,177,285
7368,1175,555,535
7369,584,662,769
7370,1552,168,666
7371,1654,601,1297
7372,220,253,136
7373,1701,118,1131
7374,430,213,112
7375,656,216,1149
7376,1946,138,1033
7377,808,313,1101
7378,1290,628,130
7379,233,559,1458
7380,239,790,554
7381,261,467,682
7382,1366,688,389
7383,671,602,950
7384,1189,598,696
7385,217,527,1343
7386,1174,38,518
7387,1273,638,1487
7388,1848,378,1045
7389,983,385,317
7390,641,421,159
7391,1072,482,1287
7392,514,85,230
7393,1275,304,438
7394,1562,680,222
7395,1375,35,397
7396,1749,101,669
7397,1452,223,136
7398,1798,162,329
7399,542,488,1238
7400,1591,756,894
7401,994,120,143
7402,703,13,244
7403,1732,492,1420
7404,1552,485,1498
7405,434,675,355
7406,1486,313,507
7407,1340,738,1410
7408,110,497,1458
7409,439,531,33
7410,102,790,1156
7411,847,318,483
7412,492,473,1287
7413,1761,635,662
7414,1670,713,326
7415,972,758,168
7416,723,426,848
7417,422,548,772
7418,1193,676,623
7419,1119,558,1318
7420,191,721,310
7421,1583,508,867
7422,1860,369,988
7423,1840,487,127
7424,1833,494,400
7425,1694,750,285
7426,938,784,531
7427,930,786,891
7428,315,789,1006
7429,1147,376,410
7430,1646,489,46
7431,422,176,655
7432,1673,16,1260
7433,489,506,854
7434,996,49,1008
7435,478,189,13
7436,1617,28,1497
7437,312,82,1199
7438,1149,657,25
7439,1895,527,552
7440,1577,633,1128
7441,251,480,41
7442,1978,451,297
7443,1898,73,878
7444,1658,797,196
7445,1108,12,185
7446,55,527,1083
7447,1814,51,871
7448,566,568,757
7449,1844,338,1482
7450,594,235,1477
7451,1321,243,24
7452,980,748,17
7453,648,505,944
7454,648,329,1023
7455,720,293,887
7456,1123,665,426
7457,271,500,677
7458,1102,142,770
7459,1628,83,966
7460,481,142,1390
7461,1248,131,913
7462,909,267,1291
7463,1218,38,324
7464,253,103,1432
7465,1861,385,561
7466,1282,433,169
7467,1609,345,165
7468,956,142,38
7469,471,346,230
7470,1526,302,1209
7471,1784,679,1131
7472,171,206,311
7473,1946,659,1235
7474,1834,469,249
7475,640,198,160
7476,1312,46,994
7477,1939,6,246
7478,495,535,1138
7479,1682,447,724
7480,1004,427,1161
7481,838,534,316
7482,457,649,514
7483,804,450,965
7484,825,119,1489
7485,1545,726,743
7486,1105,334,143
7487,509,178,555
7488,337,474,946
7489,420,143,1074
7490,294,494,1384
7491,1196,301,188
7492,1802,535,305
7493,469,144,849
7494,753,371,1239
7495,1302,231,873
7496,190,435,270
7497,1253,71,1037
7498,577,87,169
7499,1250,294,563
7500,1799,670,692
7501,1856,402,302
7502,579,218,12
7503,145,166,978
7504,53,401,1217
7505,142,154,578
7506,1574,698,281
7507,1634,527,1268
7508,826,787,292
7509,1555,51,940
7510,1878,205,1175
7511,632,36,776
7512,1505,282,80
7513,1420,209,1117
7514,1343,37,262
7515,1773,543,166
7516,1427,606,1124
7517,1718,5,482
7518,774,279,1058
7519,768,370,77
7520,1784,354,13
7521,108,689,207
7522,1799,710,400
7523,906,650,238
7524,326,270,468
7525,698,55,1159
7526,569,578,998
7527,853,529,486
7528,1562,462,1414
7529,13,342,1024
7530,803,669,931
7531,97,46,1347
7532,185,75,235
7533,381,134,196
7534,982,467,1470
7535,3,279,942
7536,1490,45,312
7537,1962,675,1214
7538,643,280,864
7539,257,46,739
7540,938,184,612
7541,421,536,816
7542,247,268,1294
7543,74,481,665
7544,1275,573,1099
7545,1949,10,1298
7546,1135,84,1416
7547,1211,111,590
7548,86,574,138
7549,147,232,465
7550,579,164,1024
7551,183,548,1437
7552,1965,244,621
7553,1798,256,444
7554,1044,710,727
7555,1258,4,1437
7556,1315,722,1427
7557,77,97,1108
7558,452,136,65
7559,572,168,206
7560,683,15,1488
7561,1916,742,948
7562,1329,289,166
7563,1559,776,535
7564,1504,730,84
7565,292,262,1041
7566,68,589,1220
7567,1521,250,691
7568,234,23,338
7569,613,740,357
7570,1595,794,1335
7571,141,761,1106
7572,606,717,37
7573,87,639,86
7574,1780,262,226
7575,982,239,289
7576,637,376,516
7577,1690,690,22
7578,1450,42,460
7579,1343,339,1053
7580,297,524,392
7581,1394,760,1219
7582,469,238,413
7583,1002,314,362
7584,232,576,171
7585,1303,200,744
7586,1260,614,672
7587,4,678,31
7588,496,375,853
7589,1465,69,1234
7590,1359,244,864
7591,182,621,580
7592,644,452,551
7593,1538,174,1366
7594,1908,555,310
7595,1239,48,465
7596,35,539,863
7597,322,279,164
7598,382,566,51
7599,750,275,178
7600,790,684,1277
7601,1556,212,590
7602,1937,379,221
7603,438,304,71
7604,921,507,1343
7605,1341,210,1211
7606,1543,506,907
7607,1095,737,25
7608,1412,406,1043
7609,745,229,1354
7610,1040,193,1397
7611,1393,279,327
7612,665,533,623
7613,571,500,1332
7614,1497,360,294
7615,1295,691,181
7616,626,245,32
7617,611,108,1429
7618,1825,695,787
7619,862,775,125
7620,1784,276,1235
7621,454,392,539
7622,908,2,169
7623,1818,493,204
7624,668,150,1358
7625,324,329,445
7626,861,480,1351
7627,1245,411,1419
7628,257,623,897
7629,1460,513,473
7630,1187,626,1396
7631,1162,412,1428
7632,1107,457,1267
7633,1151,144,549
7634,269,94,451
7635,796,248,1464
7636,985,215,984
7637,1479,303,231
7638,349,750,482
7639,806,448,631
7640,732,218,1470
7641,1116,155,485
7642,746,413,431
7643,1266,358,269
7644,121,229,743
7645,72,57,1276
7646,1419,160,944
7647,943,218,530
7648,1847,764,333
7649,465,167,1144
7650,665,65,957
7651,50,661,1301
7652,673,333,511
7653,612,116,625
7654,1014,237,106
7655,430,93,78
7656,1302,432,1100
7657,223,702,558
7658,1345,326,370
7659,359,334,496
7660,548,692,1134
7661,1253,466,440
7662,601,70,1182
7663,1766,253,1297
7664,1961,148,488
7665,100,670,476
7666,1851,519,40
7667,649,161,724
7668,1347,412,612
7669,1602,666,329
7670,1939,115,117
7671,395,49,1410
7672,1079,123,674
7673,906,307,1114
7674,1659,197,549
7675,362,476,708
7676,221,484,1131
7677,1219,36,207
7678,1946,470,923
7679,1723,159,374
7680,1937,346,1113
7681,894,3,1092
7682,1351,744,892
7683,1548,336,371
7684,1453,48,1362
7685,1007,333,845
7686,734,502,1041
7687,1626,650,653
7688,1309,519,377
7689,859,414,394
7690,1803,283,1215
7691,148,429,778
7692,1283,493,1204
7693,1501,136,1026
7694,1115,670,407
7695,611,723,1230
7696,511,265,472
7697,564,405,1336
7698,1231,584,871
7699,146,80,1040
7700,850,532,242
7701,1650,612,1417
7702,1279,91,1350
7703,1924,278,1494
7704,1050,561,1271
7705,1675,512,594
7706,1472,224,1425
7707,652,727,979
7708,1186,718,275
7709,1645,302,1167
7710,1221,500,219
7711,270,68,344
7712,1415,219,226
7713,1190,371,262
7714,875,297,1146
7715,1212,258,555
7716,1137,40,1424
7717,1848,454,668
7718,1263,88,1492
7719,1753,685,1370
7720,1432,497,1153
7721,1795,422,1061
7722,1381,638,906
7723,481,709,953
7724,788,694,286
7725,258,53,1051
7726,571,688,407
7727,1276,783,82
7728,248,150,544
7729,189,343,1095
7730,1583,61,597
7731,631,508,103
7732,405,90,1036
7733,404,576,1
7734,727,612,963
7735,956,574,410
7736,753,424,441
7737,1527,752,1320
7738,1660,617,807
7739,661,717,696
7740,799,52,344
7741,1375,698,1297
7742,215,195,1388
7743,639,513,295
7744,1309,547,801
7745,321,488,583
7746,769,540,710
7747,1628,754,538
7748,1783,541,1086
7749,1239,122,8
7750,644,620,41
7751,1048,779,211
7752,1085,123,128
7753,1392,553,320
7754,59,386,837
7755,1644,527,1011
7756,1833,416,864
7757,391,272,7
7758,673,95,106
7759,605,138,618
7760,464,32,1117
7761,1702,288,358
7762,407,279,570
7763,1325,399,1423
7764,93,400,771
7765,639,258,1322
7766,394,322,169
7767,1776,520,528
7768,922,769,780
7769,1430,434,505
7770,500,791,1382
7771,888,384,1003
7772,355,358,1176
7773,651,689,399
7774,588,796,61
7775,295,239,269
7776,492,406,671
7777,218,297,1485
7778,340,725,1012
7779,998,760,31
7780,442,441,205
7781,1682,8,191
7782,1110,623,729
7783,1992,761,1137
7784,613,462,1337
7785,1768,249,119
7786,277,38,124
7787,1981,219,1493
7788,166,106,186
7789,174,468,1309
7790,1269,538,334
7791,105,511,237
7792,648,658,584
7793,1152,111,413
7794,1333,205,39
7795,1757,487,1368
7796,713,555,574
7797,1254,62,795
7798,1121,358,853
7799,928,126,484
7800,929,642,1344
7801,1630,552,625
7802,1254,623,595
7803,1638,592,1051
7804,1859,25,132
7805,1952,94,376
7806,642,637,149
7807,1460,351,235
7808,1524,457,783
7809,604,43,877
7810,558,531,205
7811,1137,284,1079
7812,1379,127,32
7813,1429,538,357
7814,1832,111,820
7815,729,225,89
7816,1348,112,1453
7817,1211,477,1469
7818,4,112,1143
7819,89,49,1208
7820,1527,746,373
7821,105,471,1173
7822,1688,38,1302
7823,364,526,1230
7824,632,719,676
7825,692,60,51
7826,1494,441,306
7827,271,174,859
7828,762,706,78
7829,1523,23,32
7830,1167,687,1369
7831,118,358,450
7832,1993,58,192
7833,1639,746,165
7834,1767,347,848
7835,1939,260,410
7836,86,596,953
7837,1308,495,824
7838,1150,604,1360
7839,1428,653,382
7840,677,540,245
7841,1071,139,388
7842,178,668,338
7843,1781,326,1087
7844,1968,157,1179
7845,1497,114,225
7846,650,589,1341
7847,922,160,1441
7848,517,299,404
7849,1678,329,1410
7850,718,67,1419
7851,1505,99,781
7852,141,641,720
7853,1818,99,115
7854,174,68,1138
7855,436,584,784
7856,712,562,894
7857,568,294,721
7858,2,720,482
7859,370,358,475
7860,166,415,269
7861,1948,289,951
7862,370,765,193
7863,1631,73,335
7864,875,294,606
7865,1703,141,38
7866,1379,424,652
7867,1060,623,190
7868,341,430,1287
7869,266,193,1277
7870,542,307,745
7871,1486,112,1067
7872,832,618,131
7873,1092,579,823
7874,629,98,1000
7875,144,590,750
7876,678,709,761
7877,1283,19,595
7878,1264,367,114
7879,900,756,699
7880,1949,40,617
7881,1324,372,67
7882,1363,637,588
7883,1283,142,173
7884,1908,11,573
7885,1671,485,285
7886,787,479,920
7887,1961,637,837
7888,290,570,339
7889,546,254,189
7890,1451,573,1268
7891,290,748,861
7892,301,228,1070
7893,906,556,712
7894,1650,262,1433
7895,1285,235,1107
7896,1125,737,386
7897,366,184,872
7898,1057,651,1199
7899,1527,156,1265
7900,1486,19,1023
7901,1583,796,710
7902,1548,719,495
7903,1565,727,1074
7904,261,75,1411
7905,1309,659,314
7906,895,181,1404
7907,1564,632,410
7908,1636,56,817
7909,1482,458,846
7910,532,23,1391
7911,1482,637,542
7912,1821,639,960
7913,1652,772,286
7914,1534,88,966
7915,1297,300,556
7916,1922,472,509
7917,738,216,128
7918,507,99,385
7919,1171,382,462
7920,1300,632,590
7921,1665,476,1021
7922,425,483,488
7923,513,693,175
7924,1246,38,838
7925,1603,20,1479
7926,267,59,205
7927,410,664,847
7928,1299,570,707
7929,144,250,1097
7930,213,424,1172
7931,1529,327,859
7932,453,427,1469
7933,203,143,199
7934,545,182,1474
7935,75,186,524
7936,1430,488,1105
7937,549,105,1087
7938,553,120,382
7939,1484,71,756
7940,412,632,329
7941,1982,347,403
7942,1354,98,1099
7943,120,54,103
7944,1017,196,946
7945,1920,407,393
7946,191,564,960
7947,934,542,986
7948,1420,306,868
7949,1855,86,1312
7950,1550,292,219
7951,909,217,1058
7952,1069,577,201
7953,420,287,194
7954,505,337,1467
7955,536,203,1045
7956,1197,651,1123
7957,1706,76,114
7958,1096,150,248
7959,943,523,1013
7960,127,84,160
7961,1015,272,19
7962,560,651,1409
7963,751,579,1257
7964,533,210,1074
7965,1771,573,570
7966,989,671,501
7967,975,398,226
7968,1292,11,1450
7969,1672,189,632
7970,961,228,503
7971,287,358,277
7972,1208,405,1023
7973,1776,527,1471
7974,687,8,526
7975,1153,238,1457
7976,598,12,850
7977,639,335,936
7978,1209,571,1427
7979,1388,609,370
7980,1510,456,80
7981,462,101,1275
7982,436,575,33
7983,896,669,389
7984,1317,338,507
7985,103,371,227
7986,1793,632,575
7987,1202,646,1163
7988,104,749,1092
7989,1265,534,197
7990,216,28,77
7991,294,648,105
7992,180,327,467
7993,206,371,574
7994,1976,641,262
7995,950,369,40
7996,79,471,1006
7997,1549,384,178
7998,540,303,501
7999,962,188,140
8000,1753,684,943
